Issue_ID,Application_ID,Issue_Type,Severity,Original_Value,Corrected_Value,Resolution,Detected_By
DQ01717,APX1039410,Negative_Processing_Time,Critical,-21.2,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01718,APX1039556,Negative_Processing_Time,Critical,-9.8,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01719,APX1039749,Negative_Processing_Time,Critical,-31.8,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01720,APX1039819,Negative_Processing_Time,Critical,-12.8,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01721,APX1040077,Negative_Processing_Time,Critical,-9.1,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01722,APX1041066,Negative_Processing_Time,Critical,-21.2,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01723,APX1040970,Negative_Processing_Time,Critical,-35.2,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01724,APX1041311,Negative_Processing_Time,Critical,-20.9,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01725,APX1041983,Negative_Processing_Time,Critical,-26.8,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01726,APX1042851,Negative_Processing_Time,Critical,-16.7,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01727,APX1043371,Negative_Processing_Time,Critical,-16.1,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01728,APX1043602,Negative_Processing_Time,Critical,-39.4,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01729,APX1043887,Negative_Processing_Time,Critical,-14.9,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01730,APX1043837,Negative_Processing_Time,Critical,-26.6,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01731,APX1044241,Negative_Processing_Time,Critical,-23.2,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01732,APX1044303,Negative_Processing_Time,Critical,-12.2,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01733,APX1044711,Negative_Processing_Time,Critical,-98.2,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01734,APX1044818,Negative_Processing_Time,Critical,-16.7,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01735,APX1045021,Negative_Processing_Time,Critical,-15.5,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01736,APX1045337,Negative_Processing_Time,Critical,-26.2,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01737,APX1046185,Negative_Processing_Time,Critical,-19.7,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01738,APX1046563,Negative_Processing_Time,Critical,-24.0,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01739,APX1046869,Negative_Processing_Time,Critical,-14.2,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01740,APX1046902,Negative_Processing_Time,Critical,-22.0,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01741,APX1047312,Negative_Processing_Time,Critical,-17.1,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01742,APX1047539,Negative_Processing_Time,Critical,-25.4,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01743,APX1047922,Negative_Processing_Time,Critical,-15.1,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01744,APX1048107,Negative_Processing_Time,Critical,-19.3,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01745,APX1048802,Negative_Processing_Time,Critical,-13.0,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01746,APX1049028,Negative_Processing_Time,Critical,-10.5,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01747,APX1049118,Negative_Processing_Time,Critical,-20.3,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01748,APX1049976,Negative_Processing_Time,Critical,-24.4,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01749,APX1050213,Negative_Processing_Time,Critical,-10.6,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01750,APX1050295,Negative_Processing_Time,Critical,-18.9,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01751,APX1050332,Negative_Processing_Time,Critical,-23.4,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01752,APX1051858,Negative_Processing_Time,Critical,-26.6,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01753,APX1052039,Negative_Processing_Time,Critical,-19.1,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01754,APX1052555,Negative_Processing_Time,Critical,-13.5,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01755,APX1052877,Negative_Processing_Time,Critical,-35.6,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01756,APX1053426,Negative_Processing_Time,Critical,-23.9,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01757,APX1053761,Negative_Processing_Time,Critical,-16.6,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01758,APX1054122,Negative_Processing_Time,Critical,-13.3,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01759,APX1054576,Negative_Processing_Time,Critical,-11.6,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01760,APX1054937,Negative_Processing_Time,Critical,-9.9,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01761,APX1054976,Negative_Processing_Time,Critical,-10.7,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01762,APX1055264,Negative_Processing_Time,Critical,-9.0,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01763,APX1055844,Negative_Processing_Time,Critical,-31.2,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01764,APX1056052,Negative_Processing_Time,Critical,-30.7,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01765,APX1056181,Negative_Processing_Time,Critical,-13.7,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01766,APX1056285,Negative_Processing_Time,Critical,-31.6,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01767,APX1056523,Negative_Processing_Time,Critical,-24.1,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01768,APX1056483,Negative_Processing_Time,Critical,-24.0,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01769,APX1057098,Negative_Processing_Time,Critical,-17.6,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01770,APX1057730,Negative_Processing_Time,Critical,-22.2,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01771,APX1058596,Negative_Processing_Time,Critical,-10.4,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01772,APX1058602,Negative_Processing_Time,Critical,-35.1,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01773,APX1059293,Negative_Processing_Time,Critical,-14.9,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01774,APX1059575,Negative_Processing_Time,Critical,-47.4,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01775,APX1060227,Negative_Processing_Time,Critical,-18.8,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01776,APX1060279,Negative_Processing_Time,Critical,-18.5,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01777,APX1060336,Negative_Processing_Time,Critical,-16.8,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01778,APX1060834,Negative_Processing_Time,Critical,-21.2,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01779,APX1060941,Negative_Processing_Time,Critical,-25.2,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01780,APX1061080,Negative_Processing_Time,Critical,-20.6,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01781,APX1060997,Negative_Processing_Time,Critical,-51.3,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01782,APX1061248,Negative_Processing_Time,Critical,-17.8,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01783,APX1061326,Negative_Processing_Time,Critical,-35.9,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01784,APX1061666,Negative_Processing_Time,Critical,-16.4,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01785,APX1061995,Negative_Processing_Time,Critical,-25.3,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01786,APX1061975,Negative_Processing_Time,Critical,-20.5,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01787,APX1062083,Negative_Processing_Time,Critical,-73.9,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01788,APX1062305,Negative_Processing_Time,Critical,-30.3,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01789,APX1062479,Negative_Processing_Time,Critical,-14.5,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01790,APX1063374,Negative_Processing_Time,Critical,-30.7,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01791,APX1063460,Negative_Processing_Time,Critical,-27.4,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01792,APX1064005,Negative_Processing_Time,Critical,-22.7,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01793,APX1064036,Negative_Processing_Time,Critical,-37.6,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01794,APX1064673,Negative_Processing_Time,Critical,-35.3,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01795,APX1064931,Negative_Processing_Time,Critical,-11.9,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01796,APX1065075,Negative_Processing_Time,Critical,-19.4,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01797,APX1065155,Negative_Processing_Time,Critical,-18.7,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01798,APX1065228,Negative_Processing_Time,Critical,-13.8,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01799,APX1065203,Negative_Processing_Time,Critical,-26.6,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01800,APX1065723,Negative_Processing_Time,Critical,-13.5,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01801,APX1066262,Negative_Processing_Time,Critical,-16.5,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01802,APX1066308,Negative_Processing_Time,Critical,-26.5,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01803,APX1067368,Negative_Processing_Time,Critical,-61.1,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01804,APX1067464,Negative_Processing_Time,Critical,-33.4,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01805,APX1067543,Negative_Processing_Time,Critical,-17.0,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01806,APX1067878,Negative_Processing_Time,Critical,-12.6,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01807,APX1068562,Negative_Processing_Time,Critical,-9.3,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01808,APX1069502,Negative_Processing_Time,Critical,-63.2,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01809,APX1070159,Negative_Processing_Time,Critical,-34.2,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01810,APX1070663,Negative_Processing_Time,Critical,-25.9,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01811,APX1070865,Negative_Processing_Time,Critical,-15.4,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01812,APX1071011,Negative_Processing_Time,Critical,-13.5,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01813,APX1070957,Negative_Processing_Time,Critical,-14.3,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01814,APX1071078,Negative_Processing_Time,Critical,-29.4,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01815,APX1071395,Negative_Processing_Time,Critical,-16.1,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01816,APX1071556,Negative_Processing_Time,Critical,-36.7,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01817,APX1071583,Negative_Processing_Time,Critical,-10.9,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01818,APX1071566,Negative_Processing_Time,Critical,-62.4,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01819,APX1072034,Negative_Processing_Time,Critical,-21.7,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01820,APX1072087,Negative_Processing_Time,Critical,-20.9,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01821,APX1072055,Negative_Processing_Time,Critical,-24.9,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01822,APX1072020,Negative_Processing_Time,Critical,-18.5,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01823,APX1072703,Negative_Processing_Time,Critical,-94.1,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01824,APX1072670,Negative_Processing_Time,Critical,-12.6,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01825,APX1072979,Negative_Processing_Time,Critical,-19.9,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01826,APX1073100,Negative_Processing_Time,Critical,-15.6,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01827,APX1073479,Negative_Processing_Time,Critical,-20.8,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01828,APX1074081,Negative_Processing_Time,Critical,-26.1,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01829,APX1074152,Negative_Processing_Time,Critical,-37.0,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
